record_id,old_category,new_category,old_confidence,new_confidence,old_secondary,new_secondary,category_changed,flip_into_qc,flip_out_of_qc
http://zotero.org/users/19517875/items/RYUTG352,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,high,high,,,no,,
http://zotero.org/users/19517875/items/RZEFUEMJ,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,high,high,,,no,,
http://zotero.org/users/19517875/items/SNK66CBE,OTHER,OTHER,low,high,,,no,,
http://zotero.org/users/19517875/items/T6GSB7G7,FLUORESCENCE_PROBES,FLUORESCENCE_PROBES,low,high,,,no,,
http://zotero.org/users/19517875/items/TMEZX6LH,QUANTUM_DOTS,QUANTUM_DOTS,high,high,,,no,,
http://zotero.org/users/19517875/items/TVV4ZQPM,FLUORESCENCE_PROBES,FLUORESCENCE_PROBES,low,high,,,no,,
http://zotero.org/users/19517875/items/U9CWK6YX,CLASSICAL_AI_FOR_IMAGING,(missing),low,,,,,,
http://zotero.org/users/19517875/items/UH7J59AQ,FLUORESCENCE_PROBES,FLUORESCENCE_PROBES,low,high,,,no,,
http://zotero.org/users/19517875/items/UI9FZ5GA,QUANTUM_DOTS,QUANTUM_DOTS,high,high,,,no,,
http://zotero.org/users/19517875/items/UVZRB6WR,CLASSICAL_AI_FOR_IMAGING,CLASSICAL_AI_FOR_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/VFAZUBH6,QUANTUM_DOTS,QUANTUM_DOTS,high,high,NANO_THERAPEUTICS,,no,,
http://zotero.org/users/19517875/items/VNYEWJCX,CLASSICAL_AI_FOR_IMAGING,CLASSICAL_AI_FOR_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/W2E826JP,NANO_THERAPEUTICS,NANO_THERAPEUTICS,low,high,QUANTUM_DOTS,QUANTUM_DOTS,no,,
http://zotero.org/users/19517875/items/WDZE9RZE,OTHER,OTHER,low,high,,,no,,
http://zotero.org/users/19517875/items/XBU45G99,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,high,high,,,no,,
http://zotero.org/users/19517875/items/XV4T5H65,OTHER,(missing),low,,,,,,
http://zotero.org/users/19517875/items/XYXQSI92,QUANTUM_DOTS,QUANTUM_DOTS,high,high,,,no,,
http://zotero.org/users/19517875/items/Y2EVE9NV,OTHER,CLINICAL_NON_IMAGING,low,high,,,yes,,
http://zotero.org/users/19517875/items/YAKSPB7A,NANO_THERAPEUTICS,CLINICAL_NON_IMAGING,low,high,,,yes,,
http://zotero.org/users/19517875/items/YPFQH46J,CLASSICAL_AI_FOR_IMAGING,CLASSICAL_AI_FOR_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/YVJKVYWP,FLUORESCENCE_PROBES,FLUORESCENCE_PROBES,low,high,,,no,,
http://zotero.org/users/19517875/items/YYWTJ9ZZ,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/ZAGXS5XY,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/ZAMDRK6W,OTHER,CLINICAL_NON_IMAGING,low,high,,,yes,,
http://zotero.org/users/19517875/items/ZLAZDQVN,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,low,high,,,no,,
http://zotero.org/users/19517875/items/ZYPUZ3H7,CLINICAL_NON_IMAGING,CLINICAL_NON_IMAGING,low,high,,,no,,
