record_id,doi,rdf_file,item_id,pdf_relpath,pdf_abs_path,pdf_exists,pdf_size_bytes,match_status,matched_by
http://zotero.org/users/19517875/items/I6KPNIL5,10.1253/circrep.cr-23-0003,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15574,files/15574/Amino et al. - 2023 - Interim Report of a Japanese Phase II Trial for Cardiac Stereotactic Body Radiotherapy in Refractory.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15574/Amino et al. - 2023 - Interim Report of a Japanese Phase II Trial for Cardiac Stereotactic Body Radiotherapy in Refractory.pdf,True,5246725,matched,title
http://zotero.org/users/19517875/items/NQWA53KQ,10.3390/photonics11121208,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,18558,files/18558/Zymak et al. - 2024 - Characterization of kHz Repetition Rate Laser-Driven Electron Beams by an Inhomogeneous Field Dipole.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/18558/Zymak et al. - 2024 - Characterization of kHz Repetition Rate Laser-Driven Electron Beams by an Inhomogeneous Field Dipole.pdf,True,5162829,matched,title
http://zotero.org/users/19517875/items/MGWE6HKM,10.1111/ajco.13960,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15577,files/15577/Mizukami et al. - 2024 - Carbon‐ion radiotherapy for inoperable upper tract ureteral cancer.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15577/Mizukami et al. - 2024 - Carbon‐ion radiotherapy for inoperable upper tract ureteral cancer.pdf,True,450029,matched,doi
http://zotero.org/users/19517875/items/QEPEBV94,10.1039/d3na00869j,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15579,files/15579/Kayyil Veedu et al. - 2024 - Unveiling the photoluminescence dynamics of gold nanoclusters with fluorescence correlation spectros.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15579/Kayyil Veedu et al. - 2024 - Unveiling the photoluminescence dynamics of gold nanoclusters with fluorescence correlation spectros.pdf,True,941370,matched,title
http://zotero.org/users/19517875/items/RUCQY77S,10.3389/fpain.2025.1536584,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15581,files/15581/Takahashi et al. - 2025 - Recognition and treatment of attention deficit-hyperactivity disorder in patients with treatment-res.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15581/Takahashi et al. - 2025 - Recognition and treatment of attention deficit-hyperactivity disorder in patients with treatment-res.pdf,True,16517080,matched,title
http://zotero.org/users/19517875/items/523EA5QP,10.1177/1877718x241298192,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,18497,files/18497/Li et al. - 2025 - Subcortical tau burden correlates with regional brain atrophy and plasma markers in four-repeat tauo.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/18497/Li et al. - 2025 - Subcortical tau burden correlates with regional brain atrophy and plasma markers in four-repeat tauo.pdf,True,3562898,matched,doi
http://zotero.org/users/19517875/items/RCL3WZV2,10.1039/d3nr01167d,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15584,files/15584/Ortiz Moreno et al. - 2023 - Lipid peroxidation in diamond supported bilayers.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15584/Ortiz Moreno et al. - 2023 - Lipid peroxidation in diamond supported bilayers.pdf,True,2749576,matched,title
http://zotero.org/users/19517875/items/ZTYNY3IN,10.1021/acscentsci.3c00513,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15586,files/15586/Fan et al. - 2023 - Diamond Quantum Sensing Revealing the Relation between Free Radicals and Huntington’s Disease.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15586/Fan et al. - 2023 - Diamond Quantum Sensing Revealing the Relation between Free Radicals and Huntington’s Disease.pdf,True,4964766,matched,doi
http://zotero.org/users/19517875/items/DMC254FC,10.3390/app13169322,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15588,files/15588/Musaeva et al. - 2023 - Gadolinium-Doped Carbon Nanoparticles with Red Fluorescence and Enhanced Proton Relaxivity as Bimoda.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15588/Musaeva et al. - 2023 - Gadolinium-Doped Carbon Nanoparticles with Red Fluorescence and Enhanced Proton Relaxivity as Bimoda.pdf,True,1712529,matched,title
http://zotero.org/users/19517875/items/3KW645Q5,10.1039/d3tb00592e,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,15590,files/15590/Wu et al. - 2023 - Using host–guest interactions at the interface of quantum dots to load drug molecules for biocompati.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/15590/Wu et al. - 2023 - Using host–guest interactions at the interface of quantum dots to load drug molecules for biocompati.pdf,True,6288431,matched,title
http://zotero.org/users/19517875/items/WREQDGEA,10.1021/acsomega.4c10621,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/IEEE-QC-NoDulicates-1501-2000.rdf,18505,files/18505/Jin et al. - 2025 - Evaluation of the Gly-Phe-Lys Linker to Reduce the Renal Radioactivity of a [64 Cu]Cu-Lab.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDulicates-1501-2000/files/18505/Jin et al. - 2025 - Evaluation of the Gly-Phe-Lys Linker to Reduce the Renal Radioactivity of a [64 Cu]Cu-Lab.pdf,True,6312095,matched,doi
